Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.3.mlp.experts.20.act_fn          torch.Size([0, 1408])          0.278752             0.640631             931.584000           4138.666667         
model.layers.3.mlp.experts.20.up_proj         torch.Size([0, 1408])          0.455808             0.901222             931.584000           4036.032000         
model.layers.3.mlp.experts.20.down_proj       torch.Size([0, 2048])          0.468288             0.832081             931.584000           4036.864000         
model.layers.3.mlp.experts.21.gate_proj       torch.Size([1, 1408])          0.930112             1.267910             931.584000           3959.232000         
model.layers.3.mlp.experts.21.act_fn          torch.Size([1, 1408])          0.388864             0.826836             931.584000           4036.864000         
model.layers.3.mlp.experts.21.up_proj         torch.Size([1, 1408])          0.959264             1.333952             931.584000           4079.780571         
model.layers.3.mlp.experts.21.down_proj       torch.Size([1, 2048])          1.236576             1.675844             1060.746667          4190.400000         
model.layers.3.mlp.experts.22.gate_proj       torch.Size([0, 1408])          0.553856             0.990868             1086.400000          4190.400000         
model.layers.3.mlp.experts.22.act_fn          torch.Size([0, 1408])          0.300352             0.676870             931.200000           4190.400000         
model.layers.3.mlp.experts.22.up_proj         torch.Size([0, 1408])          0.563840             1.000404             931.584000           4190.400000         
model.layers.3.mlp.experts.22.down_proj       torch.Size([0, 2048])          0.517472             0.916719             931.584000           4036.309333         
model.layers.3.mlp.experts.23.gate_proj       torch.Size([0, 1408])          0.522048             0.899792             892.768000           4036.864000         
model.layers.3.mlp.experts.23.act_fn          torch.Size([0, 1408])          0.306912             0.688553             776.320000           4036.864000         
model.layers.3.mlp.experts.23.up_proj         torch.Size([0, 1408])          0.475040             0.835657             776.320000           3959.232000         
model.layers.3.mlp.experts.23.down_proj       torch.Size([0, 2048])          0.472736             0.833988             776.480000           3881.600000         
model.layers.3.mlp.experts.24.gate_proj       torch.Size([0, 1408])          0.736928             1.108646             776.640000           3881.600000         
model.layers.3.mlp.experts.24.act_fn          torch.Size([0, 1408])          0.346624             0.757217             776.640000           3881.600000         
model.layers.3.mlp.experts.24.up_proj         torch.Size([0, 1408])          0.464032             0.877142             776.640000           3842.784000         
model.layers.3.mlp.experts.24.down_proj       torch.Size([0, 2048])          0.452832             0.819683             621.312000           3881.600000         
model.layers.3.mlp.experts.25.gate_proj       torch.Size([1, 1408])          0.926752             1.251936             718.392000           3803.968000         
model.layers.3.mlp.experts.25.act_fn          torch.Size([1, 1408])          0.400832             0.865459             776.640000           3842.784000         
model.layers.3.mlp.experts.25.up_proj         torch.Size([1, 1408])          0.938016             1.225948             776.640000           3784.560000         
model.layers.3.mlp.experts.25.down_proj       torch.Size([1, 2048])          1.029600             1.411200             854.072000           3726.336000         
model.layers.3.mlp.experts.26.gate_proj       torch.Size([0, 1408])          0.602688             1.043797             931.584000           3726.336000         
model.layers.3.mlp.experts.26.act_fn          torch.Size([0, 1408])          0.320704             0.759125             776.480000           3726.336000         
model.layers.3.mlp.experts.26.up_proj         torch.Size([0, 1408])          0.488352             0.852346             776.640000           3726.336000         
model.layers.3.mlp.experts.26.down_proj       torch.Size([0, 2048])          0.476256             0.925064             776.640000           3726.336000         
model.layers.3.mlp.experts.27.gate_proj       torch.Size([1, 1408])          0.944160             1.330137             776.640000           3726.336000         
model.layers.3.mlp.experts.27.act_fn          torch.Size([1, 1408])          0.481152             0.993729             776.640000           3726.336000         
model.layers.3.mlp.experts.27.up_proj         torch.Size([1, 1408])          0.961344             1.315117             834.888000           3726.336000         
model.layers.3.mlp.experts.27.down_proj       torch.Size([1, 2048])          1.105472             1.438856             931.632000           3764.952000         
model.layers.3.mlp.experts.28.gate_proj       torch.Size([0, 1408])          0.541728             0.986576             931.584000           3880.800000         
model.layers.3.mlp.experts.28.act_fn          torch.Size([0, 1408])          0.300960             0.701666             931.584000           4036.864000         
